web-scraper-order,web-scraper-start-url,articles-link,articles-link-href,title-selector,summary-selector,whole-article-selector
"1751563862-726","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA Webb's Autopsy of Planet Swallowed by Star Yields Surprise","https://webbtelescope.org/contents/news-releases/2025/news-2025-117?itemsPerPage=50&page=1","NASA Webb's Autopsy of Planet Swallowed by Star Yields Surprise","","Researchers expect to add to their sample and identify future events like this using the upcoming Vera C. Rubin Observatory and NASA’s Nancy Grace Roman Space Telescope, which will survey large areas of the sky repeatedly to look for changes over time."
"1751563862-727","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA Webb's Autopsy of Planet Swallowed by Star Yields Surprise","https://webbtelescope.org/contents/news-releases/2025/news-2025-117?itemsPerPage=50&page=1","NASA Webb's Autopsy of Planet Swallowed by Star Yields Surprise","","The team’s findings appear today in The Astrophysical Journal."
"1751563862-728","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA Webb's Autopsy of Planet Swallowed by Star Yields Surprise","https://webbtelescope.org/contents/news-releases/2025/news-2025-117?itemsPerPage=50&page=1","NASA Webb's Autopsy of Planet Swallowed by Star Yields Surprise","","The James Webb Space Telescope is the world’s premier space science observatory. Webb is solving mysteries in our solar system, looking beyond to distant worlds around other stars, and probing the mysterious structures and origins of our universe and our place in it. Webb is an international program led by NASA with its partners, ESA (European Space Agency) and CSA (Canadian Space Agency)."
"1751563862-729","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA Webb's Autopsy of Planet Swallowed by Star Yields Surprise","https://webbtelescope.org/contents/news-releases/2025/news-2025-117?itemsPerPage=50&page=1","NASA Webb's Autopsy of Planet Swallowed by Star Yields Surprise","","To learn more about Webb, visit:"
"1751563862-730","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA Webb's Autopsy of Planet Swallowed by Star Yields Surprise","https://webbtelescope.org/contents/news-releases/2025/news-2025-117?itemsPerPage=50&page=1","NASA Webb's Autopsy of Planet Swallowed by Star Yields Surprise","","https://science.nasa.gov/webb"
"1751563866-731","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","https://webbtelescope.org/contents/news-releases/2025/news-2025-118?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","Only the James Webb Space Telescope has the ability to fully detail this planetary nebula’s dusty rings with its unique mid-infrared camera.",""
"1751563866-732","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","https://webbtelescope.org/contents/news-releases/2025/news-2025-118?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","Come one, come all to witness the “magic” of a dying star’s dust sent across space!",""
"1751563866-733","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","https://webbtelescope.org/contents/news-releases/2025/news-2025-118?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","The James Webb Space Telescope has taken the most detailed image of planetary nebula NGC 1514 to date thanks to its unique mid-infrared observations. Webb’s image brings out the nebula’s nuances, particularly its “fuzzy” dusty rings. Also look for holes in the central pink region where material has broken through.",""
"1751563866-734","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","https://webbtelescope.org/contents/news-releases/2025/news-2025-118?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","Two central stars, which appear as one in Webb’s image, formed this scene over thousands of years — and will keep at it for thousands more.",""
"1751563866-735","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","https://webbtelescope.org/contents/news-releases/2025/news-2025-118?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","","Gas and dust ejected by a dying star at the heart of NGC 1514 came into complete focus thanks to mid-infrared data from NASA’s James Webb Space Telescope. Its rings, which are only detected in infrared light, now look like “fuzzy” clumps arranged in tangled patterns, and a network of clearer holes close to the central stars shows where faster material punched through."
"1751563866-736","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","https://webbtelescope.org/contents/news-releases/2025/news-2025-118?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","","“Before Webb, we weren’t able to detect most of this material, let alone observe it so clearly,” said Mike Ressler, a researcher and project scientist for Webb’s MIRI (Mid-Infrared Instrument) at NASA’s Jet Propulsion Laboratory in southern California. He discovered the rings around NGC 1514 in 2010 when he examined the image (at left) from NASA’s Wide-field Infrared Survey Explorer (WISE). “With MIRI’s data, we can now comprehensively examine the turbulent nature of this nebula,” he said."
"1751563866-737","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","https://webbtelescope.org/contents/news-releases/2025/news-2025-118?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","","This scene has been forming for at least 4,000 years — and will continue to change over many more millennia. At the center are two stars that appear as one in Webb’s observation, and are set off with brilliant diffraction spikes. The stars follow a tight, elongated nine-year orbit and are draped in an arc of dust represented in orange."
"1751563866-738","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","https://webbtelescope.org/contents/news-releases/2025/news-2025-118?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","","One of these stars, which used to be several times more massive than our Sun, took the lead role in producing this scene. “As it evolved, it puffed up, throwing off layers of gas and dust in in a very slow, dense stellar wind,” said David Jones, a senior scientist at the Institute of Astrophysics on the Canary Islands, who proved there is a binary star system at the center in 2017."
"1751563866-739","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","https://webbtelescope.org/contents/news-releases/2025/news-2025-118?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","","Once the star’s outer layers were expelled, only its hot, compact core remained. As a white dwarf star, its winds both sped up and weakened, which might have swept up material into thin shells."
"1751563866-740","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","https://webbtelescope.org/contents/news-releases/2025/news-2025-118?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","","Webb’s observations show the nebula is tilted at a 60-degree angle, which makes it look like a can is being poured, but it’s far more likely that NGC 1514 takes the shape of an hourglass with the ends lopped off. Look for hints of its pinched waist near top left and bottom right, where the dust is orange and drifts into shallow V-shapes."
"1751563866-741","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","https://webbtelescope.org/contents/news-releases/2025/news-2025-118?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","","What might explain these contours? “When this star was at its peak of losing material, the companion could have gotten very, very close,” Jones said. “That interaction can lead to shapes that you wouldn’t expect. Instead of producing a sphere, this interaction might have formed these rings.”"
"1751563866-742","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","https://webbtelescope.org/contents/news-releases/2025/news-2025-118?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","","Though the outline of NGC 1514 is clearest, the hourglass also has “sides” that are part of its three-dimensional shape. Look for the dim, semi-transparent orange clouds between its rings that give the nebula body."
"1751563866-743","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","https://webbtelescope.org/contents/news-releases/2025/news-2025-118?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","","The nebula’s two rings are unevenly illuminated in Webb’s observations, appearing more diffuse at bottom left and top right. They also look fuzzy, or textured. “We think the rings are primarily made up of very small dust grains,” Ressler said. “When those grains are hit by ultraviolet light from the white dwarf star, they heat up ever so slightly, which we think makes them just warm enough to be detected by Webb in mid-infrared light.”"
"1751563866-744","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","https://webbtelescope.org/contents/news-releases/2025/news-2025-118?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","","In addition to dust, the telescope also revealed oxygen in its clumpy pink center, particularly at the edges of the bubbles or holes."
"1751563866-745","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","https://webbtelescope.org/contents/news-releases/2025/news-2025-118?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","","NGC 1514 is also notable for what is absent. Carbon and more complex versions of it, smoke-like material known as polycyclic aromatic hydrocarbons, are common in planetary nebulae (expanding shells of glowing gas expelled by stars late in their lives). Neither were detected in NGC 1514. More complex molecules might not have had time to form due to the orbit of the two central stars, which mixed up the ejected material. A simpler composition also means that the light from both stars reaches much farther, which is why we see the faint, cloud-like rings."
"1751563866-746","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","https://webbtelescope.org/contents/news-releases/2025/news-2025-118?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","","What about the bright blue star to the lower left with slightly smaller diffraction spikes than the central stars? It’s not part of this nebula. In fact, this star lies closer to us."
"1751563866-747","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","https://webbtelescope.org/contents/news-releases/2025/news-2025-118?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","","This planetary nebula has been studied by astronomers since the late 1700s. Astronomer William Herschel noted in 1790 that NGC 1514 was the first deep sky object to appear genuinely cloudy — he could not resolve what he saw into individual stars within a cluster, like other objects he cataloged. With Webb, our view is considerably clearer."
"1751563866-748","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","https://webbtelescope.org/contents/news-releases/2025/news-2025-118?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","","NGC 1514 lies in the Taurus constellation approximately 1,500 light-years from Earth."
"1751563866-749","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","https://webbtelescope.org/contents/news-releases/2025/news-2025-118?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","","The James Webb Space Telescope is the world’s premier space science observatory. Webb will solve mysteries in our solar system, look beyond to distant worlds around other stars, and probe the mysterious structures and origins of our universe and our place in it. Webb is an international program led by NASA with its partners, ESA (European Space Agency) and the Canadian Space Agency."
"1751563866-750","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","https://webbtelescope.org/contents/news-releases/2025/news-2025-118?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","","To learn more about Webb, visit:"
"1751563866-751","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","https://webbtelescope.org/contents/news-releases/2025/news-2025-118?itemsPerPage=50&page=1","With NASA's Webb, Dying Star's Energetic Display Comes Into Full Focus","","https://science.nasa.gov/webb"
"1751563870-752","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","https://webbtelescope.org/contents/news-releases/2025/news-2025-113?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","Scientists determine atmospheric makeup of small, hot, gassy sub-Neptune.",""
"1751563870-753","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","https://webbtelescope.org/contents/news-releases/2025/news-2025-113?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","Much smaller than gas-giants and typically cooler than hot Jupiters, sub-Neptunes were extremely challenging to observe before the launch of NASA’s James Webb Space Telescope. Though they appear to be the most common type of exoplanet in our galaxy, you won’t find them in our solar system. Astronomers are trying to understand how these planets formed and evolved, why they are so common, and why they don’t orbit our Sun.",""
"1751563870-754","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","https://webbtelescope.org/contents/news-releases/2025/news-2025-113?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","Adding to the mystery, many sub-Neptunes appear to be very highly obscured by clouds and hazes, which have made it impossible to determine their atmospheric makeup. Now, by using Webb to study the hot sub-Neptune TOI-421 b, scientists have uncovered the chemical fingerprints of its atmosphere. Did this exoplanet form and evolve differently from the cooler, sub-Neptunes observed previously? Do TOI-421 b’s differences indicate a new classification of hot sub-Neptunes, or is it just that exoplanets are very diverse? By using Webb, researchers hope to find out.",""
"1751563870-755","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","https://webbtelescope.org/contents/news-releases/2025/news-2025-113?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","","Though they don’t orbit around our Sun, sub-Neptunes are the most common type of exoplanet, or planet outside our solar system, that have been observed in our galaxy. These small, gassy planets are shrouded in mystery…and often, a lot of haze. Now, by observing exoplanet TOI-421 b, NASA’s James Webb Space Telescope is helping scientists understand sub-Neptunes in a way that was not possible prior to the telescope’s launch."
"1751563870-756","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","https://webbtelescope.org/contents/news-releases/2025/news-2025-113?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","","“I had been waiting my entire career for Webb so that we could meaningfully characterize the atmospheres of these smaller planets,” said principal investigator Eliza Kempton of the University of Maryland, College Park. “By studying their atmospheres, we’re getting a better understanding of how sub-Neptunes formed and evolved, and part of that is understanding why they don't exist in our solar system.”"
"1751563870-757","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","https://webbtelescope.org/contents/news-releases/2025/news-2025-113?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","","The existence of sub-Neptunes was unexpected before they were discovered by NASA’s retired Kepler space telescope in the last decade. Now, astronomers are trying to understand where these planets came from and why are they so common."
"1751563870-758","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","https://webbtelescope.org/contents/news-releases/2025/news-2025-113?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","","Before Webb, scientists had very little information on them. While sub-Neptunes are a few times larger than Earth, they are still much smaller than gas-giant planets and typically cooler than hot Jupiters, making them much more challenging to observe than their gas-giant counterparts."
"1751563870-759","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","https://webbtelescope.org/contents/news-releases/2025/news-2025-113?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","","A key finding prior to Webb was that most sub-Neptune atmospheres had flat or featureless transmission spectra. This means that when scientists observed the spectrum of the planet as it passed in front of its host star, instead of seeing spectral features – the chemical fingerprints that would reveal the composition of the atmosphere – they saw only a flat-line spectrum. Astronomers concluded from all of those flat-line spectra that at least certain sub-Neptunes were probably very highly obscured by either clouds or hazes."
"1751563870-760","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","https://webbtelescope.org/contents/news-releases/2025/news-2025-113?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","","“Why did we observe this planet, TOI-421 b? It's because we thought that maybe it wouldn't have hazes,” said Kempton. “And the reason is that there were some previous data that implied that maybe planets over a certain temperature range were less enshrouded by haze or clouds than others.”"
"1751563870-761","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","https://webbtelescope.org/contents/news-releases/2025/news-2025-113?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","","That temperature threshold is about 1,070 degrees Fahrenheit. Below that, scientists hypothesized that a complex set of photochemical reactions would occur between sunlight and methane gas, and that would trigger the haze. But hotter planets shouldn't have methane and therefore perhaps shouldn't have haze."
"1751563870-762","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","https://webbtelescope.org/contents/news-releases/2025/news-2025-113?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","","The temperature of TOI-421 b is about 1,340 degrees Fahrenheit, well above the presumed threshold. Without haze or clouds, researchers expected to see a clear atmosphere – and they did!"
"1751563870-763","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","https://webbtelescope.org/contents/news-releases/2025/news-2025-113?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","","“We saw spectral features that we attribute to various gases, and that allowed us to determine the composition of the atmosphere,” said the University of Maryland’s Brian Davenport, a third-year Ph.D. student who conducted the primary data analysis. “Whereas with many of the other sub-Neptunes that had been previously observed, we know their atmospheres are made of something, but they're being blocked by haze.”"
"1751563870-764","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","https://webbtelescope.org/contents/news-releases/2025/news-2025-113?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","","The team found water vapor in the planet’s atmosphere, as well as tentative signatures of carbon monoxide and sulfur dioxide. Then there are molecules they didn’t detect, such as methane and carbon dioxide. From the data, they can also infer that a large amount of hydrogen is in TOI-421 b’s atmosphere."
"1751563870-765","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","https://webbtelescope.org/contents/news-releases/2025/news-2025-113?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","","The lightweight hydrogen atmosphere was the big surprise to the researchers. “We had recently wrapped our mind around the idea that those first few sub-Neptunes observed by Webb had heavy-molecule atmospheres, so that had become our expectation, and then we found the opposite,” said Kempton. This suggests TOI-421 b may have formed and evolved differently from the cooler sub-Neptunes observed previously."
"1751563870-766","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","https://webbtelescope.org/contents/news-releases/2025/news-2025-113?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","","The hydrogen-dominated atmosphere is also interesting because it mimics the composition of TOI-421 b's host star. “If you just took the same gas that made the host star, plopped it on top of a planet's atmosphere, and put it at the much cooler temperature of this planet, you would get the same combination of gases. That process is more in line with the giant planets in our solar system, and it is different from other sub-Neptunes that have been observed with Webb so far,” said Kempton."
"1751563870-767","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","https://webbtelescope.org/contents/news-releases/2025/news-2025-113?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","","Aside from being hotter than other sub-Neptunes previously observed with Webb, TOI-421 b orbits a Sun-like star. Most of the other sub-Neptunes that have been observed so far orbit smaller, cooler stars called red dwarfs."
"1751563870-768","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","https://webbtelescope.org/contents/news-releases/2025/news-2025-113?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","","Is TOI-421b emblematic of hot sub-Neptunes orbiting Sun-like stars, or is it just that exoplanets are very diverse? To find out, the researchers would like to observe more hot sub-Neptunes to determine if this is a unique case or a broader trend. They hope to gain insights into the formation and evolution of these common exoplanets."
"1751563870-769","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","https://webbtelescope.org/contents/news-releases/2025/news-2025-113?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","","“We've unlocked a new way to look at these sub-Neptunes,” said Davenport. “These high-temperature planets are amenable to characterization. So by looking at sub-Neptunes of this temperature, we're perhaps more likely to accelerate our ability to learn about these planets.”"
"1751563870-770","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","https://webbtelescope.org/contents/news-releases/2025/news-2025-113?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","","The team’s findings appear May 5 in The Astrophysical Journal Letters."
"1751563870-771","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","https://webbtelescope.org/contents/news-releases/2025/news-2025-113?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","","The James Webb Space Telescope is the world’s premier space science observatory. Webb is solving mysteries in our solar system, looking beyond to distant worlds around other stars, and probing the mysterious structures and origins of our universe and our place in it. Webb is an international program led by NASA with its partners, ESA (European Space Agency) and CSA (Canadian Space Agency)."
"1751563870-772","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","https://webbtelescope.org/contents/news-releases/2025/news-2025-113?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","","To learn more about Webb, visit:"
"1751563870-773","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","https://webbtelescope.org/contents/news-releases/2025/news-2025-113?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","","https://science.nasa.gov/webb"
"1751563870-774","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","https://webbtelescope.org/contents/news-releases/2025/news-2025-113?itemsPerPage=50&page=1","NASA's Webb Lifts Veil on Common but Mysterious Type of Exoplanet","",""
"1751563874-775","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","https://webbtelescope.org/contents/news-releases/2025/news-2025-123?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","Iconic Webb image transforms into a 3D landscape of gas, dust, and stars.",""
"1751563874-776","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","https://webbtelescope.org/contents/news-releases/2025/news-2025-123?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","Powerful observatories like the Hubble and James Webb Space Telescopes have captured hundreds of vivid images of the cosmos. Yet even the most stunning images are a 2D representation of a 3D universe. It becomes difficult to get a sense of the true scale and structure of what we’re seeing.",""
"1751563874-777","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","https://webbtelescope.org/contents/news-releases/2025/news-2025-123?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","By combining real data with scientific expertise and a dash of artistic license, a visualization team from NASA’s Universe of Learning has transformed one of Webb’s first images, the Cosmic Cliffs, into a 3D panorama. Viewers are invited to journey through this realm of dusty peaks and valleys.",""
"1751563874-778","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","https://webbtelescope.org/contents/news-releases/2025/news-2025-123?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","","In July 2022, NASA’s James Webb Space Telescope made its public debut with a series of breathtaking images. Among them was an ethereal landscape nicknamed the Cosmic Cliffs. This glittering realm of star birth is the subject of a new 3D visualization derived from the Webb data. The visualization, created by NASA’s Universe of Learning and titled “Exploring the Cosmic Cliffs in 3D,” breathes new life into an iconic Webb image."
"1751563874-779","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","https://webbtelescope.org/contents/news-releases/2025/news-2025-123?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","","It is being presented today at a special event hosted by the International Planetarium Society to commemorate the 100th anniversary of the first public planetarium in Munich, Germany."
"1751563874-780","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","https://webbtelescope.org/contents/news-releases/2025/news-2025-123?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","","The landscape of “mountains” and “valleys” known as the Cosmic Cliffs is actually a portion of the nebula Gum 31, which contains a young star cluster called NGC 3324. Both Gum 31 and NGC 3324 are part of a vast star-forming region known as the Carina Nebula Complex."
"1751563874-781","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","https://webbtelescope.org/contents/news-releases/2025/news-2025-123?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","","Ultraviolet light and stellar winds from the stars of NGC 3324 have carved a cavernous area within Gum 31. A portion of this giant bubble is seen above the Cosmic Cliffs. (The star cluster itself is outside this field of view.)"
"1751563874-782","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","https://webbtelescope.org/contents/news-releases/2025/news-2025-123?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","","The Cliffs display a misty appearance, with “steam” that seems to rise from the celestial mountains. In actuality, the wisps are hot, ionized gas and dust streaming away from the nebula under an onslaught of relentless ultraviolet radiation."
"1751563874-783","https://webbtelescope.org/news/news-releases?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","https://webbtelescope.org/contents/news-releases/2025/news-2025-123?itemsPerPage=50&page=1","New Visualization From NASA's Webb Telescope Explores Cosmic Cliffs","","Eagle-eyed viewers may also spot particularly bright, yellow streaks and arcs that represent outflows from young, still-forming stars embedded within the Cosmic Cliffs. The latter part of the visualization sequence swoops past a prominent protostellar jet in the upper right of the image."
